Ni,Nh1,Nh2,No,act_f,n_epochs,batchsize,lr,decay,lr_final,reg_type,alpha_reg,patience,train_loss,val_loss
1,83,83,1,ReLU,5000,1,0.0023226756616302685,True,0.0005,L2,0.009837278701863874,400,1.2045822424505022,1.3472591456504848
1,49,49,1,sig,5000,1,0.00246776329649912,True,0.0005,L2,0.0037804896240609186,400,1.4026827413340965,1.530562783954423
1,79,79,1,leaky ReLU,5000,1,0.008095446680825714,True,0.0005,L2,0.004844755709693156,400,1.7277133817080634,1.4390702641147615
1,30,30,1,ReLU,5000,1,0.008290381930195892,True,0.0005,L1,0.004557364163615803,400,3.3279001539931405,3.615209302865848
1,13,13,1,leaky ReLU,5000,1,0.00662693524910384,True,0.0005,L2,0.00214070535593185,400,1.2073471784440475,1.2791392126991017
1,23,23,1,sig,5000,1,0.007830092664461474,True,0.0005,L1,0.009115978029562447,400,3.186772451320069,3.734205075943103
1,23,23,1,sig,5000,1,0.005671879568593491,True,0.0005,L2,0.007764494549497386,400,1.5138873811836298,1.567631001238358
1,38,38,1,leaky ReLU,5000,1,0.0057850169258552705,True,0.0005,None,0.005110236691733816,400,1.1523344446128676,1.3034779891138362
1,74,74,1,sig,5000,1,0.001184373842087551,True,0.0005,None,0.007638703146926993,400,1.3415693278372522,1.414018333780145
1,94,94,1,ReLU,5000,1,0.0043051017292081595,True,0.0005,L2,0.009246947734759443,400,1.1223628867928572,1.2985403150535597
1,50,50,1,ReLU,5000,1,0.007821074289130944,True,0.0005,L1,0.00988495259008407,400,2.483108342663461,1.754579100890361
1,40,40,1,ReLU,5000,1,0.005525602571894783,True,0.0005,None,0.003139639539177905,400,1.146974135792364,1.271457704104371
1,19,19,1,sig,5000,1,0.005704632664774749,True,0.0005,L2,0.004366204118165438,400,1.3988036478696106,1.4775124996144502
1,96,96,1,ReLU,5000,1,0.0035313119308802493,True,0.0005,None,0.0037344461211064723,400,0.9665765397813295,1.2539954560158777
1,43,43,1,leaky ReLU,5000,1,0.008477097211243987,True,0.0005,L2,0.004200516083276355,400,1.3434470591036063,1.3658236652125688
1,21,21,1,leaky ReLU,5000,1,0.009362840998308534,True,0.0005,None,0.005505649334254355,400,3.499983882310063,1.6968505244714196
1,79,79,1,ReLU,5000,1,0.0076144431862877554,True,0.0005,None,0.007095358388496671,400,2.620710126324018,1.687174296746667
1,56,56,1,leaky ReLU,5000,1,0.003523645889018858,True,0.0005,L2,0.0044037319608247584,400,1.0281347351550048,1.2878071125020258
1,23,23,1,leaky ReLU,5000,1,0.0031012862140967455,True,0.0005,None,0.008093865417900315,400,1.0258143732329574,1.2159955126671922
1,7,7,1,leaky ReLU,5000,1,0.007316135109052184,True,0.0005,L1,0.0022967086766497195,400,1.3046057923144307,1.537310141540426
1,42,42,1,ReLU,5000,1,0.007754057804591912,True,0.0005,None,0.009209331931408254,400,10.214987826035642,2.9856675286902474
1,26,26,1,leaky ReLU,5000,1,0.0038934381930877493,True,0.0005,None,0.009254638153794466,400,1.0077559096530149,1.2819854291516584
1,78,78,1,leaky ReLU,5000,1,0.005550180366331022,True,0.0005,None,0.006358558221147843,400,1.120683029311851,1.2575835995140667
1,48,48,1,sig,5000,1,0.004039419378956433,True,0.0005,None,0.0019251873414454007,400,1.2475453402367833,1.3659353210314564
1,51,51,1,leaky ReLU,5000,1,0.008678660142810875,True,0.0005,None,0.004348362914167317,400,1.251077496741439,1.346867837449702
1,17,17,1,sig,5000,1,0.002426414103833983,True,0.0005,None,0.0026828347237916055,400,1.2928010970957733,1.359368189341366
1,36,36,1,leaky ReLU,5000,1,0.0036315987971801984,True,0.0005,L2,0.002650678660249905,400,1.0172577740163213,1.2580794508708952
1,43,43,1,sig,5000,1,0.0020647609074387046,True,0.0005,None,0.006914297588814869,400,1.3013873187369118,1.3909336498668647
1,72,72,1,leaky ReLU,5000,1,0.004547442337507819,True,0.0005,None,0.0036300405221938014,400,1.1527591176561582,1.2559269961039734
1,39,39,1,sig,5000,1,0.002968530020740445,True,0.0005,L2,0.0020655231906335646,400,1.349034128683762,1.4488057852993041
1,38,38,1,leaky ReLU,5000,1,0.008282365198078236,True,0.0005,L2,0.007559506589165399,400,1.5113535954493689,1.4105086038774677
1,95,95,1,sig,5000,1,0.00299883320598529,True,0.0005,None,0.006688547784087195,400,1.2932129776648125,1.3686554004563198
1,13,13,1,leaky ReLU,5000,1,0.002042305846114453,True,0.0005,L2,0.002016571692424119,400,1.108146509648223,1.327974651847803
1,15,15,1,leaky ReLU,5000,1,0.0025277830188486844,True,0.0005,None,0.004638144136100988,400,1.214866127999682,1.3863302876027186
1,51,51,1,leaky ReLU,5000,1,0.0038926641160677666,True,0.0005,L2,0.009550612090594966,400,1.099411202700139,1.2632276028375298
1,22,22,1,sig,5000,1,0.004044334061380493,True,0.0005,L2,0.002472568618911356,400,1.3551849832924725,1.4449390953646082
1,99,99,1,sig,5000,1,0.006411665357021679,True,0.0005,L1,0.00934092357062365,400,3.623933025531711,3.5837564506096244
1,84,84,1,leaky ReLU,5000,1,0.0022837421712096533,True,0.0005,L2,0.007748765033498992,400,1.140870318423114,1.352740377837915
1,43,43,1,leaky ReLU,5000,1,0.00718442672762526,True,0.0005,None,0.00921694741868996,400,1.6692825890459861,1.6927553840406269
1,40,40,1,sig,5000,1,0.008154170018118703,True,0.0005,L2,0.005467227181069052,400,1.4600477203454532,1.5073912851034874
1,82,82,1,ReLU,5000,1,0.005729254048786656,True,0.0005,L1,0.008800367877110384,400,1.709978277862086,1.4463702870060717
1,56,56,1,leaky ReLU,5000,1,0.006565706638568789,True,0.0005,None,0.0022576636366968324,400,1.6321201575132376,1.7089098612234492
1,38,38,1,ReLU,5000,1,0.006524930096815491,True,0.0005,L2,0.005112894028876511,400,1.3724492382357707,1.374105407262069
1,94,94,1,sig,5000,1,0.005261899673223122,True,0.0005,None,0.004442983353555828,400,1.2725843179883336,1.336273817619993
1,17,17,1,ReLU,5000,1,0.007346110792351941,True,0.0005,None,0.003947517883695958,400,13.981280905847521,10.918399887453393
1,16,16,1,leaky ReLU,5000,1,0.008318522741805699,True,0.0005,L2,0.0053213345610657395,400,1.8110504747592924,2.000119955332835
1,30,30,1,leaky ReLU,5000,1,0.0010858277240509097,True,0.0005,L1,0.008594616399974692,400,1.1516743367185887,1.338754674862847
1,24,24,1,leaky ReLU,5000,1,0.005886538688227857,True,0.0005,L2,0.0021570852555666516,400,1.2405509077422723,1.2714723129760859
1,24,24,1,sig,5000,1,0.0064355096753746744,True,0.0005,L2,0.009127871186411701,400,1.5551915789319979,1.6113183834727038
1,26,26,1,sig,5000,1,0.004661365631509691,True,0.0005,L1,0.008932519390357021,400,3.621431288136676,3.603669439383366
1,84,84,1,leaky ReLU,5000,1,0.001474906946798756,True,0.0005,L2,0.0029253617104144057,400,1.1374094614290977,1.3162991910309418
1,97,97,1,sig,5000,1,0.005218752796189233,True,0.0005,L2,0.001265995325134945,400,1.2942859760831866,1.3933598094904656
1,65,65,1,sig,5000,1,0.0019359716344740938,True,0.0005,L1,0.008672109826884798,400,3.567662199256451,3.578186928998059
1,97,97,1,sig,5000,1,0.001962206814043502,True,0.0005,None,0.004128007686243907,400,1.3425545362286735,1.3855415954695893
1,13,13,1,leaky ReLU,5000,1,0.008804509390481413,True,0.0005,L1,0.009858990509378125,400,1.8500067038172716,1.4843959527196806
1,28,28,1,sig,5000,1,0.006643701427374838,True,0.0005,L2,0.00492266778565716,400,1.441226842724731,1.5018035406660928
1,48,48,1,sig,5000,1,0.005559831587607741,True,0.0005,L2,0.008194057631159598,400,1.5731991321706047,1.6675015813939136
1,94,94,1,sig,5000,1,0.0024839179352626013,True,0.0005,L1,0.004598788854718046,400,3.1158585476175555,2.8902055936529023
1,13,13,1,ReLU,5000,1,0.009718378940013456,True,0.0005,L1,0.005483614412881334,400,10.961749767678473,11.822860241606083
1,89,89,1,ReLU,5000,1,0.00888350227133032,True,0.0005,None,0.004390778566568991,400,6.31629878746242,4.78800702495551
1,94,94,1,leaky ReLU,5000,1,0.005359246510887902,True,0.0005,None,0.006909510200945036,400,1.1035795209822852,1.2448323210548762
1,36,36,1,leaky ReLU,5000,1,0.006874555273921367,True,0.0005,L1,0.007970928075990175,400,1.4695685903059081,1.2539045231457941
1,99,99,1,leaky ReLU,5000,1,0.008942107436858485,True,0.0005,None,0.0031328541826014275,400,1.7431084080329484,1.3619184670771955
1,99,99,1,ReLU,5000,1,0.007239248119424561,True,0.0005,L2,0.005785321526376357,400,7.2072711520628445,6.479354021949807
1,86,86,1,ReLU,5000,1,0.007478771673035693,True,0.0005,L1,0.002387944031132646,400,1.788743269795203,1.657913755600249
1,64,64,1,ReLU,5000,1,0.0026689775832018734,True,0.0005,None,0.008997147595485786,400,1.0248549578585837,1.3230397527807627
1,53,53,1,sig,5000,1,0.006285360332785126,True,0.0005,None,0.003719603260710173,400,1.2707259069419743,1.3232391911955996
1,98,98,1,leaky ReLU,5000,1,0.00784750441048759,True,0.0005,L1,0.00733946677331344,400,1.7378913082299443,1.5906097316693506
1,74,74,1,ReLU,5000,1,0.004699605474611956,True,0.0005,L1,0.008980975707157526,400,1.4810486702597911,1.2535497711308827
1,11,11,1,sig,5000,1,0.0023119278966157383,True,0.0005,L1,0.00553509122772711,400,1.4313286621502619,1.380255641406908
1,79,79,1,ReLU,5000,1,0.0012419175049378263,True,0.0005,L1,0.00874854276122804,400,1.4105638628958117,1.6655143238936354
1,67,67,1,ReLU,5000,1,0.0015346598748058604,True,0.0005,L2,0.009299621767411517,400,1.1864927692328109,1.3528618524391662
1,79,79,1,ReLU,5000,1,0.001196169821151977,True,0.0005,L1,0.0046676806891710505,400,1.100158739383208,1.3028915432492385
1,5,5,1,ReLU,5000,1,0.004040258013734216,True,0.0005,L2,0.008889847870948753,400,11.815436264574048,13.518338555449853
1,41,41,1,sig,5000,1,0.009870355944255945,True,0.0005,L2,0.008815991259457385,400,1.5764051203025513,1.619693761091066
1,100,100,1,sig,5000,1,0.006923417218622196,True,0.0005,L1,0.008474959999886894,400,3.6232233540375987,3.5896692785021536
1,16,16,1,sig,5000,1,0.008262206880839937,True,0.0005,L2,0.002627683562860701,400,1.4058567457430966,1.4260255915795306
1,7,7,1,leaky ReLU,5000,1,0.005730535901274636,True,0.0005,L2,0.006585387853644325,400,1.2912595935489755,1.3250448337049763
1,79,79,1,leaky ReLU,5000,1,0.009143813642152051,True,0.0005,L2,0.0036547763545378,400,2.4978860229504516,2.22448591666114
1,54,54,1,sig,5000,1,0.009986524948220894,True,0.0005,L1,0.008055570927789866,400,3.6353828063829705,3.569182741812808
1,25,25,1,leaky ReLU,5000,1,0.0011203961032493343,True,0.0005,L2,0.009022478842428776,400,1.216972304956037,1.3405144318778783
1,67,67,1,ReLU,5000,1,0.002488542459168015,True,0.0005,L2,0.00487239201171024,400,1.0786576928176277,1.3468384546294472
1,67,67,1,sig,5000,1,0.0085101404853624,True,0.0005,None,0.004329162027109635,400,1.1604695057319465,1.2869610356183487
1,51,51,1,sig,5000,1,0.0046381086168365265,True,0.0005,None,0.002835203893007291,400,1.2944199249176371,1.3661289827947818
1,72,72,1,leaky ReLU,5000,1,0.007227013531588953,True,0.0005,L2,0.0018549087178958744,400,1.6473208483417443,1.7296731673174581
1,64,64,1,sig,5000,1,0.00475921549861393,True,0.0005,L2,0.008612297941687653,400,1.6195633766442934,1.7159611579577696
1,46,46,1,sig,5000,1,0.004232555187922082,True,0.0005,L2,0.002281863284813233,400,1.3664468733087272,1.4454302066321234
1,7,7,1,sig,5000,1,0.005374507853834947,True,0.0005,L1,0.008201008710794622,400,2.763475577347408,2.212345159910347
1,87,87,1,sig,5000,1,0.004066477809307724,True,0.0005,L1,0.0030709570128229146,400,3.5836095822188576,3.573515938929317
1,77,77,1,sig,5000,1,0.004426093846156888,True,0.0005,L2,0.006338718360011969,400,1.5248349051775234,1.6376970985285764
1,47,47,1,leaky ReLU,5000,1,0.002925202219420349,True,0.0005,None,0.008081592547431545,400,1.0102928259988653,1.3126047674025358
1,88,88,1,ReLU,5000,1,0.006069195563827787,True,0.0005,L2,0.00454299722268846,400,1.1762566388708304,1.2935542268448745
1,42,42,1,ReLU,5000,1,0.007501204249816986,True,0.0005,None,0.0038537472580888027,400,2.4139176520140255,1.6970966759275394
1,82,82,1,sig,5000,1,0.007784254047029158,True,0.0005,L2,0.005718772688964903,400,1.4912237856797235,1.5724017823426668
1,36,36,1,leaky ReLU,5000,1,0.007666675347245212,True,0.0005,L2,0.002093259238962408,400,1.6028202439700672,1.4194366205764795
1,80,80,1,sig,5000,1,0.0014093260230217562,True,0.0005,L2,0.002288194374376361,400,1.3859295703298167,1.4911596598493695
1,43,43,1,leaky ReLU,5000,1,0.004000457634759572,True,0.0005,L1,0.009847474439843438,400,1.4369310312541879,1.3337820945555179
1,64,64,1,leaky ReLU,5000,1,0.005074232933288289,True,0.0005,None,0.006201413688942293,400,1.2451998351892433,1.2923157894033601
1,30,30,1,leaky ReLU,5000,1,0.0072928393349168535,True,0.0005,L2,0.004836561076495577,400,1.697513100697146,1.716583690342903
1,87,87,1,sig,5000,1,0.007443696719300916,True,0.0005,None,0.003978232729266036,400,1.140218422023184,1.290138970112628
1,53,53,1,leaky ReLU,5000,1,0.0027544256743760693,True,0.0005,L1,0.002005480605474577,400,1.0639068016818918,1.2312397621440923
1,89,89,1,ReLU,5000,1,0.0022617082289244925,True,0.0005,None,0.0014065790765368747,400,0.9535540081051421,1.2603948640482483
1,6,6,1,leaky ReLU,5000,1,0.0054962076830519565,True,0.0005,None,0.007399229863543551,400,1.1616849431610419,1.2532848270904644
1,88,88,1,ReLU,5000,1,0.009990780253716958,True,0.0005,L2,0.007222225294479378,400,3.227224959025456,3.1940644649894763
1,14,14,1,leaky ReLU,5000,1,0.006598590106706079,True,0.0005,L2,0.0047579575618823386,400,1.7564599189730368,1.6836889298325233
1,66,66,1,leaky ReLU,5000,1,0.009407654188508766,True,0.0005,L2,0.004309050421903989,400,1.9122781097739594,1.3933708087170915
1,36,36,1,sig,5000,1,0.006863629401581572,True,0.0005,L2,0.006414322760909907,400,1.4876178279918233,1.5658799022906846
1,81,81,1,sig,5000,1,0.0022629416392536536,True,0.0005,L2,0.0014885674938650917,400,1.362373050447615,1.4391882890508412
1,72,72,1,leaky ReLU,5000,1,0.00863608272484429,True,0.0005,L2,0.004055953351921565,400,1.7785084669714335,1.8472136080125987
1,77,77,1,ReLU,5000,1,0.004424787279672854,True,0.0005,L1,0.008023639942123545,400,1.4266318897644243,1.3179782594520641
1,70,70,1,sig,5000,1,0.004723050805112804,True,0.0005,None,0.008521722149956817,400,1.2945386355427595,1.3698194966872743
1,93,93,1,ReLU,5000,1,0.008923659384335546,True,0.0005,None,0.0041598936243015285,400,3.2570811490222322,5.124759004864715
1,75,75,1,leaky ReLU,5000,1,0.009868195723000257,True,0.0005,L2,0.007397726782279073,400,1.7893269879453582,1.4253752192642422
1,36,36,1,ReLU,5000,1,0.008849095481845103,True,0.0005,None,0.006512815450570258,400,7.35812376214584,4.754833005745425
1,94,94,1,sig,5000,1,0.005269831704753537,True,0.0005,None,0.006269722007208362,400,1.285303808341243,1.3298831132876865
1,58,58,1,sig,5000,1,0.005537270453024779,True,0.0005,None,0.009589438052583447,400,1.219222113350642,1.3429085793439908
1,73,73,1,ReLU,5000,1,0.005117855946396808,True,0.0005,L1,0.008281037909544212,400,1.5563388418729631,1.2913688707368605
1,29,29,1,leaky ReLU,5000,1,0.006922981823498788,True,0.0005,L1,0.009567420477835167,400,1.9061330482044907,1.435359319857608
1,25,25,1,leaky ReLU,5000,1,0.004241700540308211,True,0.0005,None,0.008222448522152707,400,0.9864261131267836,1.2795333015609032
1,33,33,1,leaky ReLU,5000,1,0.0068350326915602435,True,0.0005,None,0.005511321432134046,400,1.653526813874094,1.6221274499099587
1,53,53,1,ReLU,5000,1,0.00159201023143976,True,0.0005,L1,0.00494595493760791,400,1.04825707582867,1.2551318505226532
1,92,92,1,ReLU,5000,1,0.006858123552580589,True,0.0005,None,0.0035679541575041377,400,1.1375973915224364,1.2888002949945307
1,51,51,1,ReLU,5000,1,0.003220723099623974,True,0.0005,L2,0.0075017319445978515,400,1.1398680962769743,1.2756218417390377
1,37,37,1,ReLU,5000,1,0.008275593269896884,True,0.0005,L2,0.004441178576346936,400,10.284108214580918,10.29215821557331
1,31,31,1,leaky ReLU,5000,1,0.007784877652643006,True,0.0005,L2,0.001647659581135877,400,2.0409070275801966,1.594598660522888
1,88,88,1,leaky ReLU,5000,1,0.001134672821919435,True,0.0005,None,0.005732830966385535,400,1.190170485899386,1.2936534235229722
1,34,34,1,ReLU,5000,1,0.006955325508953876,True,0.0005,L2,0.00560293910433042,400,7.013967930353363,5.972070530140228
1,44,44,1,ReLU,5000,1,0.0037274430949230395,True,0.0005,L1,0.005380030276799398,400,1.246780911146145,1.243245217664504
1,47,47,1,sig,5000,1,0.004239958229757618,True,0.0005,L2,0.008228192596991982,400,1.5585513136382996,1.6777300111965405
1,45,45,1,ReLU,5000,1,0.002832864867614469,True,0.0005,None,0.0011874376502676793,400,1.0728083024452129,1.2745905535244253
1,35,35,1,sig,5000,1,0.0054041542950794075,True,0.0005,L1,0.007726771748265926,400,3.607307249328662,3.583239607362673
1,38,38,1,sig,5000,1,0.009344557693646147,True,0.0005,L1,0.00916558586003955,400,3.6751753323694394,3.577636111517105
1,32,32,1,leaky ReLU,5000,1,0.002896548041834585,True,0.0005,L2,0.006721146744195234,400,1.0741116418699155,1.2480118992926381
1,79,79,1,ReLU,5000,1,0.0017826294378855655,True,0.0005,L2,0.004320754064661231,400,1.1241584443335597,1.3036157746280437
1,73,73,1,sig,5000,1,0.003247811502213247,True,0.0005,L1,0.009142897924798714,400,3.5881187605587774,3.5789732635102034
1,16,16,1,sig,5000,1,0.0015893925609077103,True,0.0005,None,0.007509162991151991,400,1.3312165468345947,1.3736767119705813
1,38,38,1,sig,5000,1,0.005464230769240282,True,0.0005,L1,0.008970214254654198,400,3.5988468291290183,3.5787218383885113
1,78,78,1,ReLU,5000,1,0.001541867391223514,True,0.0005,None,0.002711996489795053,400,1.1438410937589738,1.3240560743339103
1,14,14,1,ReLU,5000,1,0.00216724176663838,True,0.0005,L1,0.007228546699565767,400,1.1412437597893192,1.2581293847338324
1,97,97,1,leaky ReLU,5000,1,0.004485368122688325,True,0.0005,L1,0.007401981445357333,400,1.5026776811109677,1.4254426466128345
1,19,19,1,ReLU,5000,1,0.00896228532563988,True,0.0005,None,0.006487398802066531,400,4.828198089241993,7.616402036215028
1,18,18,1,sig,5000,1,0.009549745465172621,True,0.0005,L2,0.002261813240629771,400,1.402717779769173,1.4120778112060381
1,86,86,1,leaky ReLU,5000,1,0.003349821102288515,True,0.0005,None,0.0033221390903934514,400,0.9553105375925652,1.2769593706123326
1,18,18,1,leaky ReLU,5000,1,0.0051383051253444025,True,0.0005,None,0.0032816128277091345,400,1.1594066545279103,1.265585703747285
1,72,72,1,leaky ReLU,5000,1,0.007392186083764319,True,0.0005,None,0.003070303547373137,400,1.7889332802910034,1.5870811129484967
1,71,71,1,sig,5000,1,0.0036105965241567165,True,0.0005,L2,0.0028257039092697083,400,1.3989939669603828,1.4816825350411604
1,17,17,1,sig,5000,1,0.007917423682939358,True,0.0005,L1,0.008088515215901721,400,3.4000711266337387,3.094539525323392
1,56,56,1,sig,5000,1,0.002220078921987418,True,0.0005,L1,0.007955698355663331,400,3.065054282367621,3.061959762740666
1,90,90,1,ReLU,5000,1,0.00708109729243213,True,0.0005,L1,0.0021334022060794213,400,2.5915400758617944,1.7046609152867478
1,40,40,1,sig,5000,1,0.005047591745315101,True,0.0005,L2,0.002764021735353217,400,1.37031349786979,1.4500489284076477
1,94,94,1,ReLU,5000,1,0.004876950060323126,True,0.0005,L2,0.006795273101144571,400,1.1385945930207022,1.2709707691049486
1,22,22,1,ReLU,5000,1,0.002801197867775259,True,0.0005,L1,0.009948910455047689,400,1.1878298347307616,1.1876843811251059
1,14,14,1,ReLU,5000,1,0.002913488763449699,True,0.0005,L1,0.009485339823891884,400,1.1999628195712186,1.2348150917740814
1,60,60,1,ReLU,5000,1,0.0014892974488982154,True,0.0005,L1,0.004602216352532562,400,1.1349601431743823,1.3288185829528318
1,91,91,1,sig,5000,1,0.0037511458118862093,True,0.0005,L2,0.009529401338985149,400,1.685076813742274,1.817588094123345
1,71,71,1,leaky ReLU,5000,1,0.0035154987705604767,True,0.0005,L2,0.009362048561799542,400,1.13366047774774,1.275772227510568
1,30,30,1,ReLU,5000,1,0.007876676415951484,True,0.0005,L1,0.0024631908979867454,400,2.5731363909382443,2.6662848082677266
1,13,13,1,sig,5000,1,0.0028040629432473955,True,0.0005,L2,0.004803603937974895,400,1.41306904342489,1.5214059780457347
1,77,77,1,sig,5000,1,0.004407435868587313,True,0.0005,None,0.0031428551830507594,400,1.2457004088969503,1.3350521041351917
1,44,44,1,sig,5000,1,0.005521082555151033,True,0.0005,None,0.0011669751996523565,400,1.2955317488632692,1.342810371825026
1,56,56,1,ReLU,5000,1,0.0027219145723106058,True,0.0005,L1,0.007560338823243074,400,1.2230489809944716,1.3407013877906175
1,18,18,1,ReLU,5000,1,0.009056886591587394,True,0.0005,L2,0.008581237558820013,400,3.8543563786207193,3.4272304427820517
1,45,45,1,ReLU,5000,1,0.0038828750060162544,True,0.0005,L1,0.0019948922223896604,400,1.0652312059872124,1.333597738253825
1,65,65,1,leaky ReLU,5000,1,0.006824564085140542,True,0.0005,None,0.00739640786673954,400,1.5857551909098253,1.523656898691689
1,54,54,1,leaky ReLU,5000,1,0.004974933467418601,True,0.0005,None,0.006031927572150671,400,1.0107985150237706,1.1993719767538162
1,34,34,1,leaky ReLU,5000,1,0.007374795639187749,True,0.0005,L2,0.002048967465875991,400,1.3512328753255562,1.308573932646686
1,95,95,1,sig,5000,1,0.007285187670608182,True,0.0005,L2,0.005842728219271592,400,1.4992383700192418,1.5970900198317426
1,11,11,1,ReLU,5000,1,0.003889838943669107,True,0.0005,L1,0.0016364076503243786,400,1.2942269786200247,1.4809452079736594
1,25,25,1,sig,5000,1,0.006386066759685647,True,0.0005,L2,0.009506492351032608,400,1.5556868525190133,1.6208660870005702
1,31,31,1,leaky ReLU,5000,1,0.00933523930892632,True,0.0005,L1,0.008263453273782218,400,4.559975560741946,2.227298474726955
1,90,90,1,ReLU,5000,1,0.009845360880572425,True,0.0005,L1,0.008296567279073932,400,4.60813201956958,3.9243907186715274
1,16,16,1,leaky ReLU,5000,1,0.00986450708337568,True,0.0005,L2,0.005319963021786971,400,2.463991536349049,2.4368031391017766
1,44,44,1,ReLU,5000,1,0.004086431490662755,True,0.0005,None,0.006926284514873729,400,1.0287142487517604,1.3005280269557393
1,93,93,1,leaky ReLU,5000,1,0.003276327693107299,True,0.0005,L1,0.001731163771892802,400,1.1007664354611257,1.3295055643203235
1,24,24,1,leaky ReLU,5000,1,0.0059330414891032544,True,0.0005,L2,0.008979415426095837,400,1.248776693309418,1.3331824746395202
1,13,13,1,sig,5000,1,0.008735308741310371,True,0.0005,None,0.008686106259415759,400,1.420228747222224,1.4227143006477634
1,95,95,1,leaky ReLU,5000,1,0.004651557429414196,True,0.0005,L2,0.001209195687038199,400,1.0188866165957648,1.1910830815341984
1,62,62,1,ReLU,5000,1,0.004930729679736853,True,0.0005,None,0.0029804227761189854,400,1.199774329390355,1.266744132222627
1,83,83,1,sig,5000,1,0.006292516557256964,True,0.0005,L1,0.005922255307417302,400,3.607767944272691,3.587326026846443
1,76,76,1,sig,5000,1,0.00992693989503532,True,0.0005,L2,0.009200710639351451,400,1.628088316988019,1.6913066789565008
1,78,78,1,leaky ReLU,5000,1,0.0038928303294702283,True,0.0005,L2,0.008627112839464567,400,1.1025095570445196,1.2637483472694977
1,45,45,1,ReLU,5000,1,0.006180183058852962,True,0.0005,L1,0.006446292719024507,400,1.4373950768690538,1.2729558333787665
1,73,73,1,sig,5000,1,0.005958456023492809,True,0.0005,L2,0.0014679459715129521,400,1.3329181298522756,1.4045875170155158
1,70,70,1,ReLU,5000,1,0.005054591472482452,True,0.0005,L1,0.0021096287189670206,400,1.2759818846856594,1.2341307015121088
1,73,73,1,leaky ReLU,5000,1,0.0021745531242166405,True,0.0005,L2,0.009796263129944412,400,1.261131283116365,1.4347626167474758
1,52,52,1,leaky ReLU,5000,1,0.0012066619439509412,True,0.0005,L1,0.007287786130638526,400,1.2198769995383532,1.4582547078404482
1,11,11,1,ReLU,5000,1,0.00230734026619439,True,0.0005,None,0.005189548773946929,400,1.2681565089026883,1.4924141081823175
1,6,6,1,sig,5000,1,0.00232262728058008,True,0.0005,None,0.008025344763051476,400,2.5564442089203703,2.251945547436307
1,36,36,1,leaky ReLU,5000,1,0.0019187267792187788,True,0.0005,L1,0.005444847422342515,400,1.1930141522430115,1.402753624074406
1,39,39,1,ReLU,5000,1,0.007984526284668525,True,0.0005,None,0.0041475149400903594,400,10.828949042837138,7.056289484162091
1,90,90,1,ReLU,5000,1,0.008442716935860243,True,0.0005,L2,0.0030872876106167253,400,2.699490817140114,3.6218401627031547
1,34,34,1,leaky ReLU,5000,1,0.005133485474559332,True,0.0005,L1,0.007058761219356326,400,1.3780919899205237,1.2332685177307663
1,90,90,1,sig,5000,1,0.005730302679665089,True,0.0005,L1,0.004454873086361478,400,3.5800032630232357,3.567671341243655
1,35,35,1,ReLU,5000,1,0.008994461144274619,True,0.0005,L1,0.008492402432376957,400,4.53274661472379,3.224842853448513
1,66,66,1,leaky ReLU,5000,1,0.00781210258733533,True,0.0005,L2,0.008506400030572035,400,4.388357458400271,2.9444693253133214
1,76,76,1,ReLU,5000,1,0.0077990174167895275,True,0.0005,L1,0.003296740576426689,400,1.4255637546175284,1.4055603314348974
1,98,98,1,ReLU,5000,1,0.003906365231804406,True,0.0005,L2,0.007956855735389458,400,1.090188019457472,1.2797752841637793
1,71,71,1,ReLU,5000,1,0.009912165456669727,True,0.0005,L1,0.007212040799349523,400,4.660341879597434,3.1272877915434854
1,26,26,1,sig,5000,1,0.008783511789460102,True,0.0005,None,0.002276601674654358,400,1.2695212869259531,1.3378883637910226
1,23,23,1,ReLU,5000,1,0.004346008807600843,True,0.0005,None,0.004346122063108188,400,0.9788033390851534,1.256919232492369
1,86,86,1,leaky ReLU,5000,1,0.004969710105186069,True,0.0005,L1,0.0021517723143123554,400,1.2482093884180478,1.2726343521881576
1,32,32,1,leaky ReLU,5000,1,0.002622557024051309,True,0.0005,None,0.0023412987727314625,400,1.0902043309505682,1.3445261194944276
1,18,18,1,leaky ReLU,5000,1,0.00304114494933837,True,0.0005,L1,0.0047147293574225525,400,1.2093087165901668,1.18033780152144
1,72,72,1,leaky ReLU,5000,1,0.004192706466319928,True,0.0005,L2,0.009450339223833582,400,1.1433724791446471,1.2850472677477383
1,36,36,1,leaky ReLU,5000,1,0.0012485116120543945,True,0.0005,L1,0.006980517929603586,400,1.106399020927109,1.275057959677419
1,35,35,1,leaky ReLU,5000,1,0.008370527432228572,True,0.0005,None,0.004867202143526151,400,1.6481584315524855,1.2120519997678119
1,11,11,1,leaky ReLU,5000,1,0.006757876815381626,True,0.0005,L2,0.009643385345565674,400,1.8205904430804343,1.7193009254129192
1,92,92,1,sig,5000,1,0.005381720889694322,True,0.0005,L1,0.007675389149188147,400,3.602957462278645,3.581331251168308
1,24,24,1,sig,5000,1,0.002692323336325444,True,0.0005,L1,0.00524864764159261,400,1.4715219261346606,1.4750282582132626
1,70,70,1,ReLU,5000,1,0.0017654626846437642,True,0.0005,L2,0.0041810798141620215,400,1.1605329177599375,1.357735018686185
1,49,49,1,sig,5000,1,0.004397390303897348,True,0.0005,L1,0.0014593350656356727,400,1.2891400515974283,1.4631059931922503
